EPAV,ISCN,PACC,PAGE,PAGI,PAWR,PBCV,PBKT,PBSG,PBSK,PCAR,PCMT,PCOL,PCON,PCSA,PCTH,PCYL,PDPI,PDRO,PDRR,PEGO,PELU,PEPS,PFMS,PFNA,PGHE,PGID,PHGT,PHSN,PHTN,PIMP,PINJ,PJEN,PJMP,PKAC,PKPR,PKRT,PLBD,PLBK,PLCI,PLCP,PLHT,PLHY,PLIB,PLJM,PLMC,PLMO,PLNA,PLPE,PLPL,PLPM,PLPO,PLPR,PLPU,PLRL,PLSA,PLSC,PLSM,PLTR,PLZC,PMRR,POID,POVR,PPBF,PPBK,PPBS,PPLA,PQBS,PRBF,PRBK,PRBS,PRSE,PSA0,PSA1,PSA2,PSB0,PSB1,PSBO,PSKI,PSPD,PSTA,PSTM,PSTN,PSTR,PSXP,PTAD,PTAK,PTAM,PTAS,PTEN,PTGH,PTHA,PTHP,PTOR,PTSA,PTUP,PVCO,PVSB,PVTS,PWGT,PYCF,PYRP,SRRN,TGID,TRBH,TRBR,TRCB,TRCL,TRDO,TRDS,TRFB,TRFK,TRFY,TRHM,TRJR,TRSB,TRSW,TRTA,TRTL,TRTS,TRWU,PLTY,PPOS,PYWT,PLDT,PCPH,PROL,PCBT,PSA3,PSB2,PSB3,PICN,PHAN,PSA4,PSB4,PSA5,PSA6,PSB5,PSB6,PSTY
5,0,85,21,81,80,87,79,34,55,75,1537,22,4,104,85,4,3,3,67,59,73,FanninJrHarold_15120,32,Harold,282,15120,75,34,Canton,10,93,44,82,32,33,30,41792,57,82,0,27,0,66,81,23,1,Fannin Jr,10,0,28,99,21,30,75,78,82,74,77,24,69,15120,80,59,58,59,53,1,63,63,60,11,75,101,127,29,29,116,0,82,86,25,0,75,10549,60,30,63,65,1,90,25,77,52,456,52,4,116,456,81,50,0,74,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,4,0,5,0,0,0,153,29,29,1,0,0,0,0,0,0,0,0
5,0,89,22,83,63,65,61,45,19,69,8947,143,4,64,77,4,3,7,57,36,78,FidoneIIThomas_15121,42,Thomas,7,15121,77,14,Council Bluffs,10,80,86,85,27,26,22,42046,50,74,0,35,0,64,66,28,1,Fidone II,18,0,38,99,32,45,63,63,73,60,66,30,61,15121,65,60,62,63,23,0,54,56,56,11,61,78,90,3,3,12,0,81,82,25,0,71,10553,22,42,17,24,1,81,9,29,21,330,33,4,12,330,83,50,0,66,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,4,0,16,0,0,0,101,3,3,1,0,0,0,0,0,0,0,0
3,0,88,22,80,79,73,66,33,32,73,1747,206,4,63,82,4,29,5,64,73,75,GadsdenIIOronde_15122,31,Oronde,109,15122,77,8,Fort Lauderdale,10,82,86,84,16,28,33,51903,47,82,0,25,0,59,68,22,1,Gadsden,19,0,28,99,35,33,73,64,81,66,63,26,66,15122,75,56,55,54,28,0,55,55,52,11,61,78,90,2,2,8,0,86,86,25,0,73,10558,18,29,23,24,1,84,7,37,31,330,24,4,8,330,81,50,0,72,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,4,0,8,0,1,0,101,2,2,1,0,0,0,0,0,0,0,0
6,0,72,22,62,76,12,8,35,11,25,2454,157,4,312,23,4,24,1,5,50,53,JacksonDonovan_15123,20,Donovan,280,15123,76,42,Cypress,10,89,74,71,12,14,10,9662,82,13,0,40,0,86,14,10,1,Jackson,10,0,16,99,25,22,10,16,12,12,12,10,5,15123,75,79,77,77,6,0,78,76,76,15,84,162,240,228,228,912,1,67,86,20,0,90,10605,6,31,6,6,1,90,30,13,6,804,13,4,912,804,157,50,0,10,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,6,0,31,0,1,3,318,228,228,1,0,0,0,0,0,0,0,0
6,0,76,22,69,83,17,5,36,14,30,4554,157,4,169,18,4,32,1,5,36,58,SimmonsJosh_15124,32,Josh,148,15124,77,4,San Diego,10,84,71,71,15,12,10,54718,84,14,0,38,0,84,10,12,1,Simmons,10,0,36,99,15,26,12,19,18,10,29,16,5,15124,81,84,84,86,6,0,76,76,79,15,70,120,175,99,99,396,1,78,89,15,0,88,10728,6,34,6,6,1,86,29,16,6,580,13,4,396,580,157,50,0,15,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,5,0,9,0,1,2,215,99,99,1,0,0,0,0,0,0,0,0
6,0,74,23,61,74,10,6,28,13,34,9263,21,4,117,24,4,24,2,5,58,57,TrapiloOzzy_15125,23,Ozzy,62,15125,80,20,Norwell,10,84,75,74,27,22,10,36029,83,17,0,24,0,83,15,14,1,Trapilo,10,0,29,99,22,26,21,12,20,10,29,16,5,15125,73,78,79,77,6,0,78,77,77,15,70,100,115,47,47,188,0,65,86,46,0,87,10757,6,21,6,6,1,83,15,14,6,415,14,4,188,415,152,50,0,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,5,0,1,0,1,3,130,47,47,1,0,0,0,0,0,0,0,0
6,0,78,24,71,78,31,27,35,13,41,9001,71,4,120,42,4,25,2,13,35,61,RatledgeTate_15126,30,Tate,67,15126,79,9,Rome,10,82,69,78,56,59,10,53693,83,30,0,37,0,82,23,20,1,Ratledge,15,0,35,99,35,34,26,33,29,22,40,27,19,15126,76,77,76,76,6,0,80,79,80,15,70,99,127,50,50,200,2,73,82,20,0,88,10701,6,38,6,6,1,80,30,10,6,451,10,4,200,451,148,50,0,26,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,8,0,19,0,1,3,155,50,50,1,0,0,0,0,0,0,0,0
6,0,68,24,59,74,22,11,44,12,24,360,139,4,120,22,4,22,2,5,45,55,BeltonAnthony_15127,32,Anthony,261,15127,78,8,Tallahassee,10,90,71,74,15,11,23,47293,82,15,0,39,0,84,14,13,1,Belton,10,0,39,99,12,30,16,33,21,23,31,15,5,15127,70,73,74,77,6,0,73,74,75,15,70,100,130,50,50,200,1,64,88,46,0,86,10489,6,31,9,6,1,90,30,15,6,460,11,4,200,460,176,50,0,16,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,5,0,20,0,0,3,160,50,50,1,0,0,0,0,0,0,0,0
6,0,76,23,58,74,19,16,45,11,30,9223,121,4,137,19,4,16,2,5,43,50,ErseryAireontae_15128,26,Aireontae,167,15128,78,24,Kansas City,10,89,79,73,28,15,10,39102,82,18,0,32,0,82,10,11,1,Ersery,10,0,31,99,20,21,13,36,18,10,31,12,5,15128,71,74,76,78,6,0,72,73,75,15,71,105,139,66,66,264,2,72,88,15,0,85,10544,6,32,6,6,1,88,30,18,6,488,10,4,264,488,171,50,0,15,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,5,0,32,0,0,3,173,66,66,1,0,0,0,0,0,0,0,0
6,0,67,22,65,69,26,27,43,12,40,9184,255,4,98,38,4,25,3,13,38,58,MilumWyatt_15129,45,Wyatt,57,15129,79,47,Kenova,10,87,64,70,13,12,10,56766,79,28,0,26,0,88,33,12,1,Milum,10,0,42,99,30,35,15,30,27,30,27,11,15,15129,71,73,75,75,6,0,74,76,76,15,75,90,102,23,23,92,1,63,88,15,0,87,10665,6,25,6,6,1,88,30,18,6,370,10,4,92,370,153,50,0,20,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,6,0,17,0,0,3,103,23,23,1,0,0,0,0,0,0,0,0
6,0,71,23,54,65,11,8,27,12,21,5346,37,4,82,22,4,34,7,5,45,57,WilliamsJohn_15131,14,John,139,15131,76,12,Bolingbrook,10,88,73,62,13,18,10,34878,77,16,0,26,0,78,11,10,1,Williams,10,0,29,99,29,21,18,13,17,15,27,10,5,15131,63,66,70,68,6,0,68,68,67,15,74,92,105,8,6,20,1,67,86,15,0,87,10780,6,29,6,6,1,87,31,20,6,390,13,4,20,390,162,50,0,11,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,8,0,20,0,0,3,119,4,2,1,0,0,0,0,0,0,0,0
6,0,71,23,59,70,29,30,42,15,37,1699,107,4,81,43,4,35,5,26,35,53,FrazierMiles_15132,38,Miles,147,15132,78,29,Camden,10,91,71,58,14,16,10,25661,80,43,0,36,0,83,24,22,1,Frazier,10,0,42,99,29,28,28,38,46,24,28,24,30,15132,69,69,71,72,6,0,70,72,73,15,75,91,103,6,6,24,2,64,90,20,0,89,10556,6,28,6,6,1,88,30,21,6,383,13,4,24,383,157,50,0,34,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,6,0,19,0,0,3,114,6,6,1,0,0,0,0,0,0,0,0
6,0,65,22,56,67,13,12,23,12,40,4191,116,4,83,21,4,17,5,5,41,49,RiversJalen_15133,23,Jalen,287,15133,78,8,Jacksonville,10,82,74,69,23,13,24,25662,80,18,0,27,0,87,15,11,1,Rivers,10,0,34,99,29,21,18,13,18,12,32,13,5,15133,67,69,69,72,6,0,71,71,73,15,75,91,103,8,8,32,0,63,85,46,0,83,10708,6,24,6,6,1,83,29,23,6,383,12,4,32,383,159,50,0,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,8,0,2,0,0,3,114,8,8,1,0,0,0,0,0,0,0,0
6,0,75,24,60,61,12,9,31,12,25,644,96,1,23,22,1,511,63,5,51,64,BrownLogan_15134,14,Logan,147,15134,78,21,Grand Rapids,10,84,73,78,13,15,10,35261,79,14,0,32,0,80,10,11,1,Brown,10,0,20,99,16,29,13,15,14,10,25,12,5,15134,63,68,68,69,6,0,69,70,69,15,23,0,0,0,0,0,1,66,81,46,0,86,10504,6,32,6,6,1,80,30,17,6,23,13,1,0,23,151,50,0,12,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,9,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
6,0,70,23,61,55,13,9,25,12,23,2362,259,3,84,22,3,511,63,5,57,55,HuberJoe_15135,10,Joe,62,15135,77,34,Dublin,10,83,60,70,12,11,10,4670,78,15,0,28,0,79,10,11,1,Huber,10,0,17,99,13,24,12,16,14,10,30,12,5,15135,62,68,69,70,6,0,67,68,68,15,63,100,113,21,1,22,1,66,75,20,0,86,10596,6,27,6,6,1,81,30,14,6,276,12,3,22,276,150,50,0,14,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,6,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
6,0,64,24,51,59,11,9,25,14,22,3903,176,1,23,23,1,511,63,5,45,45,PierceHollin_15136,10,Hollin,208,15136,80,29,Trenton,10,87,63,61,12,13,10,39357,77,13,0,25,0,79,10,12,1,Pierce,10,0,15,99,15,25,13,13,15,10,31,13,5,15136,61,66,67,68,6,0,67,68,69,15,23,0,0,0,0,0,0,60,81,46,0,88,10693,6,27,6,6,1,83,15,12,6,23,14,1,0,23,181,50,0,13,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,5,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
6,0,70,23,60,57,10,9,27,13,21,9203,215,1,23,23,1,511,63,5,49,60,MajorsJake_15137,10,Jake,64,15137,75,42,Prosper,10,88,75,67,13,14,10,34878,78,15,0,28,0,79,10,12,1,Majors,10,0,15,99,13,29,13,16,15,10,29,13,5,15137,59,67,67,68,6,0,68,69,69,5,23,0,0,0,0,0,1,65,82,5,0,83,10643,6,25,6,6,1,82,27,16,6,23,13,1,0,23,144,50,0,15,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,7,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0
6,0,81,25,65,61,12,9,25,12,24,1960,162,1,23,23,1,511,63,5,44,59,GrayJoshua_15138,10,Joshua,114,15138,77,4,Rancho Cucamonga,10,88,67,76,13,13,10,26940,78,15,0,23,0,77,10,12,1,Gray,10,0,15,99,15,23,14,15,14,10,25,13,5,15138,61,68,67,68,6,0,69,69,68,15,23,0,0,0,0,0,1,71,81,20,0,76,10567,6,25,6,6,1,82,30,13,6,23,15,1,0,23,139,50,0,14,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,6,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
6,0,68,23,60,67,17,11,42,11,24,4913,167,1,23,18,1,23,6,5,52,55,TaylorBranson_15140,38,Branson,89,15140,78,34,Lorain,10,86,71,53,16,18,10,26814,79,18,0,36,0,81,10,12,1,Taylor,10,0,42,99,23,28,13,19,18,10,30,15,5,15140,65,71,71,70,6,0,71,70,69,15,23,0,0,0,0,0,1,63,85,15,0,85,10749,6,30,6,6,1,86,30,14,6,23,13,1,0,23,170,50,0,16,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,6,0,8,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
6,0,72,23,70,65,13,14,24,12,24,4214,218,4,96,24,4,34,3,5,51,64,RogersCaleb_15141,10,Caleb,139,15141,77,42,Mansfield,10,90,76,66,13,15,10,7357,80,10,0,28,0,82,10,10,1,Rogers,10,0,10,99,25,26,12,15,15,11,29,10,10,15141,70,73,74,75,6,0,73,75,75,15,75,99,123,21,21,84,2,69,87,46,0,86,10712,6,22,6,6,1,87,30,22,6,444,10,4,84,444,152,50,0,10,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,8,0,23,0,0,3,147,21,21,1,0,0,0,0,0,0,0,0
6,0,74,23,62,72,25,13,25,11,44,9195,228,4,79,37,4,30,6,17,51,56,LundtChase_15142,18,Chase,62,15142,79,42,Arlington,10,86,77,67,12,11,10,33470,77,27,0,26,0,85,26,11,1,Lundt,10,0,20,99,18,29,20,27,27,25,24,13,21,15142,65,71,70,69,6,0,72,71,69,15,75,91,103,4,4,16,0,69,86,15,0,82,10641,6,25,6,6,1,87,18,20,6,383,13,4,16,383,144,50,0,24,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,9,0,3,0,0,3,114,4,4,1,0,0,0,0,0,0,0,0
6,0,68,24,62,64,13,9,24,15,24,3295,157,1,23,24,1,511,63,5,46,58,McLaughlinSeth_15143,10,Seth,53,15143,76,9,Buford,10,85,68,69,14,15,10,56253,80,13,0,26,0,83,10,11,1,McLaughlin,10,0,16,99,14,25,12,15,15,10,27,12,5,15143,64,68,70,70,6,0,69,71,71,5,23,0,0,0,0,0,1,63,83,5,0,89,10655,6,24,6,6,1,84,30,15,6,23,13,1,0,23,144,50,0,14,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,7,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
6,0,78,25,51,61,14,9,23,15,24,5257,94,1,23,21,1,511,63,5,41,51,WebbClay_15144,10,Clay,53,15144,76,0,Oxford,10,87,60,76,13,15,10,57660,77,12,0,24,0,80,10,11,1,Webb,10,0,16,99,13,22,15,14,15,10,21,12,5,15144,63,66,69,68,6,0,67,70,69,5,23,0,0,0,0,0,2,69,82,46,0,87,10774,6,21,6,6,1,81,29,13,6,23,14,1,0,23,152,50,0,13,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,6,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
6,0,71,23,64,66,17,6,35,17,34,3571,259,4,83,27,4,2,7,5,46,53,NelsonJack_15145,33,Jack,53,15145,79,48,Stoughton,10,87,69,69,18,17,10,30782,77,24,0,30,0,80,11,11,1,Nelson,10,0,34,99,28,30,16,15,19,12,27,12,5,15145,63,71,70,69,6,0,70,69,68,15,70,89,104,13,9,31,2,67,86,15,0,84,10677,6,25,6,6,1,87,29,17,6,382,11,4,31,382,158,50,0,16,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,5,0,14,0,0,3,119,6,3,1,0,0,0,0,0,0,0,0
6,0,69,23,56,67,22,20,31,12,43,2265,118,4,80,22,4,15,6,5,32,52,HintonMyles_15146,36,Myles,256,15146,79,9,John's Creek,10,86,78,77,10,14,10,18494,81,17,0,38,0,80,14,13,1,Hinton,10,0,44,99,29,21,14,12,15,21,21,15,5,15146,65,73,72,71,6,0,72,71,70,15,75,91,103,5,5,20,2,66,86,15,0,82,10589,6,30,6,6,1,86,30,29,6,383,7,4,20,383,165,50,0,12,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,9,0,13,0,0,3,114,5,5,1,0,0,0,0,0,0,0,0
6,0,68,24,57,57,11,9,27,13,21,8990,71,3,84,23,3,511,63,5,44,47,TrussXavier_15148,10,Xavier,147,15148,79,38,West Warwick,10,86,74,66,12,14,10,27453,77,13,0,23,0,78,10,11,1,Truss,10,0,16,99,15,22,11,17,13,10,31,12,5,15148,61,65,68,68,6,0,66,69,69,15,84,100,112,0,0,0,1,64,80,15,0,88,10759,6,27,6,6,1,84,30,14,6,296,12,3,0,296,149,50,0,11,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,9,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
6,0,70,23,51,69,12,13,29,11,30,1045,161,4,79,20,4,28,6,5,54,46,CorneliusAjani_15149,27,Ajani,139,15149,77,31,Harlem,10,88,69,73,12,14,10,43582,79,21,0,33,0,83,14,10,1,Cornelius,10,0,28,99,31,29,13,15,21,11,28,12,5,15149,65,70,70,72,6,0,71,70,71,15,75,91,103,4,4,16,2,64,87,15,0,86,10527,6,29,6,6,1,88,30,13,6,383,6,4,16,383,152,50,0,18,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,9,0,11,0,0,3,114,4,4,1,0,0,0,0,0,0,0,0
6,0,77,23,63,65,12,13,25,12,24,9258,107,1,40,26,1,27,7,5,51,59,DellingerGarrett_15150,10,Garrett,53,15150,77,21,Clarkston,10,82,71,78,15,18,10,37054,76,11,0,24,0,78,10,10,1,Dellinger,10,0,10,99,22,25,12,19,32,11,24,11,5,15150,64,69,67,67,6,0,71,68,68,15,40,0,0,0,0,0,2,67,85,20,0,88,10891,6,18,6,6,1,82,30,22,6,40,11,1,0,40,160,50,0,12,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,6,0,25,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
6,0,66,23,41,61,15,9,26,15,24,4559,136,3,85,24,3,511,63,5,45,51,SimpkinsIIITorricelli_15151,10,Torricelli,288,15151,77,32,Charlotte,10,88,68,72,14,13,10,12990,79,16,0,24,0,77,10,12,1,Simpkins III,10,0,17,99,13,23,14,18,15,10,29,13,5,15151,61,67,68,69,6,0,68,70,70,2,59,100,113,26,2,28,1,57,81,5,0,78,10731,6,26,6,6,1,85,30,13,6,272,14,3,28,272,152,50,0,11,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,8,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
6,0,70,23,57,68,14,11,29,15,28,6104,91,4,93,22,4,25,4,5,55,50,TravisJalen_15152,20,Jalen,93,15152,80,22,Minneapolis,10,87,75,84,17,13,10,39358,80,21,0,32,0,82,17,11,1,Travis,15,0,26,99,24,21,23,51,18,10,26,14,5,15152,68,73,73,75,6,0,71,73,73,15,75,91,103,18,18,72,2,68,86,15,0,88,10758,6,28,6,6,1,87,30,17,6,383,12,4,72,383,179,50,0,18,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,5,0,10,0,0,3,114,18,18,1,0,0,0,0,0,0,0,0
6,0,75,23,63,65,33,35,39,12,38,1021,215,4,64,21,4,35,6,26,51,57,ConnerHayden_15154,38,Hayden,53,15154,78,42,Katy,10,89,58,52,22,19,20,53694,77,32,0,41,0,80,18,10,1,Conner,10,0,42,99,29,28,28,35,33,20,35,11,27,15154,65,67,69,70,6,0,69,71,71,15,61,78,90,3,3,12,1,65,88,20,0,86,10524,6,35,6,6,1,88,30,23,6,330,6,4,12,330,155,50,0,31,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,6,0,7,0,0,3,101,3,3,1,0,0,0,0,0,0,0,0
6,0,80,23,68,70,10,6,30,12,34,9185,232,4,64,29,4,5,7,5,30,59,MonheimJonah_15155,10,Jonah,67,15155,76,4,Moorpark,10,93,60,78,20,18,10,15038,78,17,0,18,0,78,12,10,1,Monheim,10,0,10,99,23,30,18,10,18,10,21,10,5,15155,63,70,70,67,6,0,71,71,68,15,61,78,90,3,3,12,1,72,85,15,0,80,10668,6,10,6,6,1,88,12,19,6,330,10,4,12,330,143,50,0,15,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,7,0,17,0,0,3,101,3,3,1,0,0,0,0,0,0,0,0
6,0,72,24,43,56,12,9,27,13,25,9243,37,0,84,20,0,511,63,5,51,55,KandraLuke_15156,10,Luke,53,15156,77,34,Cincinnati,10,87,67,79,11,15,10,17341,74,14,0,25,0,80,10,11,1,Kandra,10,0,16,99,13,26,15,17,11,10,32,12,5,15156,63,64,69,68,6,0,65,70,69,15,0,0,0,0,0,0,2,67,83,20,0,93,10620,6,25,6,6,1,84,30,15,6,0,15,0,0,0,160,50,0,14,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,8,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
6,0,63,24,60,59,27,12,24,28,25,9269,63,1,103,19,1,511,63,5,50,54,CrenshawDicksonBrandon_15157,10,Brandon,148,15157,79,4,Inglewood,10,88,78,63,11,16,10,45245,79,16,0,25,0,78,10,11,1,Crenshaw-Dickson,10,0,13,99,14,23,12,13,18,10,25,15,5,15157,61,70,69,68,6,0,69,67,67,15,103,0,0,0,0,0,0,61,82,15,0,86,10531,6,25,6,8,1,83,12,12,6,103,14,1,0,103,156,50,0,17,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,9,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
6,0,73,22,66,69,11,10,20,11,28,9006,90,4,63,32,4,33,7,6,49,61,ColbyConnor_15158,10,Connor,67,15158,78,14,Cedar Rapids,10,89,75,71,19,16,10,32831,77,11,0,34,0,79,26,10,1,Colby,10,0,10,99,30,25,15,12,13,10,26,10,6,15158,66,67,68,69,6,0,73,73,73,15,61,78,90,2,2,8,1,69,87,20,0,83,10520,6,28,6,6,1,87,30,17,6,330,10,4,8,330,149,50,0,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,6,0,15,0,0,3,101,2,2,1,0,0,0,0,0,0,0,0
6,0,76,21,72,87,10,6,39,24,41,9190,123,4,580,25,4,7,1,5,45,61,MembouArmand_15159,17,Armand,289,15159,76,24,Lee's Summit,10,91,70,82,15,18,10,55616,85,14,0,33,0,93,10,12,1,Membou,11,0,29,99,30,24,5,31,21,11,30,14,5,15159,83,86,84,83,6,0,84,82,83,15,84,229,374,496,496,1984,0,74,89,15,0,91,10660,6,28,6,6,1,90,21,47,6,1206,11,4,1984,1206,172,50,0,21,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,9,0,18,0,1,3,519,496,496,1,0,0,0,0,0,0,0,0
6,0,78,21,71,87,11,13,22,12,30,762,107,4,640,21,4,4,1,5,45,58,CampbellWill_15160,11,Will,57,15160,78,17,Monroe,10,90,66,78,15,16,10,12352,85,21,0,34,0,85,10,12,1,Campbell,10,0,22,99,30,22,29,18,21,10,28,12,5,15160,81,82,81,81,6,0,85,84,83,15,70,87,213,570,570,2280,1,73,89,30,0,87,10515,6,29,6,6,1,90,30,11,6,665,11,4,2280,665,159,50,0,16,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,5,0,22,0,1,3,295,570,570,1,0,0,0,0,0,0,0,0
6,0,72,21,58,76,11,11,23,15,30,238,215,4,396,25,4,9,1,5,45,59,BanksJrKelvin_15161,10,Kelvin,246,15161,77,42,Humble,10,89,71,78,11,14,10,20800,83,13,0,38,0,83,18,13,1,Banks Jr,11,0,33,99,34,24,18,12,12,16,30,14,5,15161,77,84,83,82,15,0,83,81,81,5,75,91,205,321,321,1284,1,67,88,15,0,86,10483,17,30,18,20,1,90,30,14,14,651,12,4,1284,651,155,50,0,14,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,5,0,27,0,1,3,280,321,321,1,0,0,0,0,0,0,0,0
6,0,59,21,53,84,12,5,43,12,20,519,4,4,410,23,4,12,1,5,35,53,BookerTyler_15162,46,Tyler,261,15162,77,6,New Haven,10,89,52,68,13,14,10,25024,86,21,0,52,0,94,10,11,1,Booker,10,0,48,99,21,41,15,16,21,10,29,13,5,15162,82,74,76,78,6,0,84,85,86,15,84,186,289,326,326,1304,2,60,88,20,0,94,10495,6,54,6,6,1,91,30,21,6,950,13,4,1304,950,161,50,0,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,8,0,11,0,1,3,391,326,326,1,0,0,0,0,0,0,0,0
6,0,80,21,70,73,24,15,35,11,31,8913,161,4,223,30,4,29,1,10,47,59,ConerlyJrJosh_15163,26,Josh,160,15163,77,46,Seattle,10,89,72,83,17,26,10,11583,84,18,0,28,0,82,10,13,1,Conerly Jr,24,0,24,99,22,28,17,27,17,10,26,15,11,15163,72,77,76,74,6,0,79,77,76,15,75,130,186,148,148,592,1,71,87,15,0,82,10523,6,26,6,6,1,88,37,21,11,633,30,4,592,633,151,50,0,16,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,9,0,26,0,1,3,242,148,148,1,0,0,0,0,0,0,0,0
6,0,74,21,57,68,14,13,35,12,33,2512,107,4,80,21,4,27,3,5,52,54,JonesJrEmery_15164,23,Emery,246,15164,77,17,Baton Rouge,10,88,51,71,16,14,10,10560,81,22,0,33,0,85,10,11,1,Jones Jr,10,0,42,99,26,33,13,10,21,10,30,12,5,15164,71,74,75,76,6,0,72,73,74,15,75,85,98,5,0,5,2,70,87,15,0,88,10615,6,31,6,6,1,88,18,20,6,361,10,4,5,361,155,50,0,20,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,6,0,25,0,0,3,103,0,0,1,0,0,0,0,0,0,0,0
6,0,73,22,68,66,16,15,28,12,44,9180,170,4,63,23,4,18,5,5,44,57,MbowMarcus_15165,24,Marcus,131,15165,76,48,Milwaukee,10,86,71,73,14,11,10,4543,80,21,0,37,0,81,13,11,1,Mbow,10,0,37,99,32,23,20,19,23,11,24,14,5,15165,67,73,71,72,6,0,75,74,73,5,61,78,90,2,2,8,1,71,87,20,0,84,10652,6,32,6,6,1,87,21,22,6,330,13,4,8,330,142,50,0,21,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,9,0,16,0,0,3,101,2,2,1,0,0,0,0,0,0,0,0
6,0,72,21,55,65,34,33,25,17,29,5346,215,4,71,19,4,31,6,5,54,51,WilliamsCameron_15166,11,Cameron,264,15166,78,42,Duncanville,10,87,73,64,19,16,14,33983,76,20,0,30,0,85,19,12,1,Williams,10,0,32,99,27,13,16,34,18,18,31,15,5,15166,66,70,70,73,6,0,69,71,72,15,67,88,103,4,4,16,2,66,86,15,0,88,10779,6,32,6,6,1,88,29,22,6,377,6,4,16,377,174,50,0,18,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,9,0,13,0,0,3,119,4,4,1,0,0,0,0,0,0,0,0
